timestamp,station_id,temperature_c,humidite_rel_pct,pression_kpa,direction_vent_deg,vitesse_vent_kmh,condition_meteo
2026-09-12 05:00:00,MCGILL_CENTRE_VILLE,8.9,44,100.59,222,19.2,Partiellement nuageux
2026-09-12 06:00:00,STE_ANNE_BELLEVUE,8.3,52,100.63,207,17.6,Partiellement nuageux
2026-09-12 07:00:00,PARC_JEAN_DRAPEAU,9.6,51,100.84,209,18.0,Partiellement nuageux
2026-09-12 08:00:00,YUL_AEROPORT_MTL,8.1,49,100.75,222,18.2,Partiellement nuageux
2026-09-12 09:00:00,MCGILL_CENTRE_VILLE,9.3,52,100.63,218,17.1,Partiellement nuageux
2026-09-12 10:00:00,STE_ANNE_BELLEVUE,9.8,49,100.82,230,16.7,Partiellement nuageux
2026-09-12 11:00:00,PARC_JEAN_DRAPEAU,8.9,58,100.79,220,16.0,Partiellement nuageux
2026-09-12 12:00:00,YUL_AEROPORT_MTL,10.3,53,100.67,230,19.3,Nuageux
2026-09-12 13:00:00,MCGILL_CENTRE_VILLE,10.6,56,100.95,225,15.0,Nuageux
2026-09-12 14:00:00,STE_ANNE_BELLEVUE,10.3,55,100.7,225,19.1,Nuageux
2026-09-12 15:00:00,PARC_JEAN_DRAPEAU,9.5,57,100.87,230,14.7,Nuageux
2026-09-12 16:00:00,YUL_AEROPORT_MTL,10.5,64,100.77,225,16.5,Nuageux
2026-09-12 17:00:00,MCGILL_CENTRE_VILLE,11.4,63,101.02,229,15.5,Nuageux
2026-09-12 18:00:00,STE_ANNE_BELLEVUE,11.7,61,100.69,217,18.1,Nuageux
2026-09-12 19:00:00,PARC_JEAN_DRAPEAU,10.8,69,100.7,224,21.0,Nuageux
2026-09-12 20:00:00,YUL_AEROPORT_MTL,11.3,68,100.77,219,20.7,Nuageux
2026-09-12 21:00:00,MCGILL_CENTRE_VILLE,11.9,66,101.02,215,17.3,Nuageux
2026-09-12 22:00:00,STE_ANNE_BELLEVUE,11.9,68,101.14,233,16.3,Nuageux
2026-09-12 23:00:00,PARC_JEAN_DRAPEAU,12.3,74,100.86,220,16.5,Nuageux
2026-09-13 00:00:00,YUL_AEROPORT_MTL,12.7,75,101.15,219,16.9,Couvert
2026-09-13 01:00:00,MCGILL_CENTRE_VILLE,13.3,76,101.0,221,20.2,Couvert
2026-09-13 02:00:00,STE_ANNE_BELLEVUE,12.5,77,101.22,218,20.4,Couvert
2026-09-13 03:00:00,PARC_JEAN_DRAPEAU,11.9,76,100.88,226,21.0,Couvert
2026-09-13 04:00:00,YUL_AEROPORT_MTL,13.2,74,101.17,226,20.8,Couvert
2026-09-13 05:00:00,MCGILL_CENTRE_VILLE,12.9,76,101.01,225,15.2,Couvert
2026-09-13 06:00:00,STE_ANNE_BELLEVUE,13.5,78,101.25,219,21.4,Couvert
2026-09-13 07:00:00,PARC_JEAN_DRAPEAU,13.8,82,101.15,213,17.1,Couvert
2026-09-13 08:00:00,YUL_AEROPORT_MTL,13.3,80,100.98,208,20.7,Couvert
2026-09-13 09:00:00,MCGILL_CENTRE_VILLE,14.9,79,101.05,213,21.3,Couvert
2026-09-13 10:00:00,STE_ANNE_BELLEVUE,14.8,80,101.32,217,17.6,Couvert
2026-09-13 11:00:00,PARC_JEAN_DRAPEAU,14.0,79,101.05,206,20.7,Couvert
2026-09-13 12:00:00,YUL_AEROPORT_MTL,15.6,86,101.23,208,15.9,Pluie legere
2026-09-13 13:00:00,MCGILL_CENTRE_VILLE,14.9,81,101.25,216,17.7,Pluie legere
2026-09-13 14:00:00,STE_ANNE_BELLEVUE,15.2,85,101.35,195,19.1,Pluie legere
2026-09-13 15:00:00,PARC_JEAN_DRAPEAU,16.6,80,101.25,193,18.9,Pluie legere
2026-09-13 16:00:00,YUL_AEROPORT_MTL,16.1,84,101.23,193,18.2,Pluie legere
2026-09-13 17:00:00,MCGILL_CENTRE_VILLE,16.7,86,101.4,205,18.4,Pluie legere
2026-09-13 18:00:00,STE_ANNE_BELLEVUE,17.1,84,101.22,199,21.8,Pluie legere
2026-09-13 19:00:00,PARC_JEAN_DRAPEAU,17.1,77,101.37,187,16.8,Pluie legere
2026-09-13 20:00:00,YUL_AEROPORT_MTL,18.5,77,101.55,193,15.1,Pluie legere
2026-09-13 21:00:00,MCGILL_CENTRE_VILLE,17.9,80,101.59,186,20.6,Pluie legere
2026-09-13 22:00:00,STE_ANNE_BELLEVUE,19.0,81,101.54,183,14.5,Pluie legere
2026-09-13 23:00:00,PARC_JEAN_DRAPEAU,19.5,80,101.33,183,14.4,Pluie legere
2026-09-14 00:00:00,YUL_AEROPORT_MTL,18.4,72,101.46,183,18.1,Averses
2026-09-14 01:00:00,MCGILL_CENTRE_VILLE,20.6,79,101.55,173,20.0,Averses
2026-09-14 02:00:00,STE_ANNE_BELLEVUE,19.0,75,101.73,171,20.9,Averses
2026-09-14 03:00:00,PARC_JEAN_DRAPEAU,19.6,69,101.72,181,21.1,Averses
2026-09-14 04:00:00,YUL_AEROPORT_MTL,20.8,73,101.56,170,18.0,Averses
2026-09-14 05:00:00,MCGILL_CENTRE_VILLE,20.5,74,101.55,165,19.8,Averses
2026-09-14 06:00:00,STE_ANNE_BELLEVUE,19.7,66,101.69,171,14.8,Averses
2026-09-14 07:00:00,PARC_JEAN_DRAPEAU,20.6,67,101.61,178,19.7,Averses
2026-09-14 08:00:00,YUL_AEROPORT_MTL,20.4,68,101.65,158,19.8,Averses
2026-09-14 09:00:00,MCGILL_CENTRE_VILLE,22.4,66,101.64,155,14.6,Averses
2026-09-14 10:00:00,STE_ANNE_BELLEVUE,22.0,63,101.76,157,21.6,Averses
2026-09-14 11:00:00,PARC_JEAN_DRAPEAU,21.0,64,101.59,152,15.9,Averses
2026-09-14 12:00:00,YUL_AEROPORT_MTL,22.4,60,101.75,166,14.3,Degage
2026-09-14 13:00:00,MCGILL_CENTRE_VILLE,21.4,61,101.99,157,17.6,Degage
2026-09-14 14:00:00,STE_ANNE_BELLEVUE,21.4,54,101.85,156,16.5,Degage
2026-09-14 15:00:00,PARC_JEAN_DRAPEAU,22.0,52,101.67,148,18.0,Degage
2026-09-14 16:00:00,YUL_AEROPORT_MTL,22.4,58,101.72,149,19.6,Degage
2026-09-14 17:00:00,MCGILL_CENTRE_VILLE,22.1,53,101.97,154,15.6,Degage
2026-09-14 18:00:00,STE_ANNE_BELLEVUE,22.1,49,101.89,151,22.0,Degage
2026-09-14 19:00:00,PARC_JEAN_DRAPEAU,23.8,52,102.0,138,18.4,Degage
2026-09-14 20:00:00,YUL_AEROPORT_MTL,22.7,50,102.09,154,15.4,Degage
2026-09-14 21:00:00,MCGILL_CENTRE_VILLE,22.9,48,101.82,139,20.3,Degage
2026-09-14 22:00:00,STE_ANNE_BELLEVUE,22.7,51,101.8,149,18.6,Degage
2026-09-14 23:00:00,PARC_JEAN_DRAPEAU,23.3,52,101.86,133,14.5,Degage
2026-09-15 00:00:00,YUL_AEROPORT_MTL,23.2,50,102.03,143,20.6,Ensoleille
2026-09-15 01:00:00,MCGILL_CENTRE_VILLE,22.4,48,102.1,143,17.7,Ensoleille
2026-09-15 02:00:00,STE_ANNE_BELLEVUE,23.5,45,102.21,145,19.1,Ensoleille
2026-09-15 03:00:00,PARC_JEAN_DRAPEAU,22.7,45,102.05,128,20.7,Ensoleille
2026-09-15 04:00:00,YUL_AEROPORT_MTL,23.5,47,101.96,136,21.5,Ensoleille
2026-09-15 05:00:00,MCGILL_CENTRE_VILLE,22.8,51,102.26,128,16.0,Ensoleille
2026-09-15 06:00:00,STE_ANNE_BELLEVUE,23.8,51,102.03,145,16.4,Ensoleille
2026-09-15 07:00:00,PARC_JEAN_DRAPEAU,23.5,51,102.19,143,21.5,Ensoleille
2026-09-15 08:00:00,YUL_AEROPORT_MTL,22.5,49,102.29,143,14.3,Ensoleille
2026-09-15 09:00:00,MCGILL_CENTRE_VILLE,24.2,45,101.98,145,20.2,Ensoleille
2026-09-15 10:00:00,STE_ANNE_BELLEVUE,22.6,48,102.29,138,18.9,Ensoleille
2026-09-15 11:00:00,PARC_JEAN_DRAPEAU,22.0,54,102.11,134,17.9,Ensoleille
2026-09-15 12:00:00,YUL_AEROPORT_MTL,23.7,53,102.12,127,19.5,Partiellement nuageux
2026-09-15 13:00:00,MCGILL_CENTRE_VILLE,22.1,54,102.21,131,16.7,Partiellement nuageux
2026-09-15 14:00:00,STE_ANNE_BELLEVUE,21.9,54,102.32,137,21.8,Partiellement nuageux
2026-09-15 15:00:00,PARC_JEAN_DRAPEAU,21.7,55,102.25,129,16.6,Partiellement nuageux
2026-09-15 16:00:00,YUL_AEROPORT_MTL,22.4,56,102.23,131,14.8,Partiellement nuageux
2026-09-15 17:00:00,MCGILL_CENTRE_VILLE,21.8,59,102.41,141,16.0,Partiellement nuageux
2026-09-15 18:00:00,STE_ANNE_BELLEVUE,23.0,56,102.4,146,19.8,Partiellement nuageux
2026-09-15 19:00:00,PARC_JEAN_DRAPEAU,21.2,58,102.29,145,17.7,Partiellement nuageux
2026-09-15 20:00:00,YUL_AEROPORT_MTL,22.7,64,102.11,142,18.0,Partiellement nuageux
2026-09-15 21:00:00,MCGILL_CENTRE_VILLE,22.7,62,102.34,133,14.4,Partiellement nuageux
2026-09-15 22:00:00,STE_ANNE_BELLEVUE,21.3,67,102.23,133,20.8,Partiellement nuageux
2026-09-15 23:00:00,PARC_JEAN_DRAPEAU,20.9,66,102.41,146,16.9,Partiellement nuageux
