transaction_id,timestamp,client_id,pays,categorie,montant_cad,mode_paiement,statut
TXN-2026-10255,2026-09-06 05:57:00,CLI-989,France,Informatique,242.85,Apple Pay,Expedie
TXN-2026-10256,2026-09-06 06:24:00,CLI-846,Belgique,Logiciels,493.03,PayPal,Expedie
TXN-2026-10257,2026-09-06 06:47:00,CLI-943,Belgique,Accessoires,575.63,Virement Interac,Livre
TXN-2026-10258,2026-09-06 07:29:00,CLI-910,France,Electronique,250.56,Apple Pay,Livre
TXN-2026-10259,2026-09-06 08:12:00,CLI-682,Canada,Informatique,164.75,PayPal,Livre
TXN-2026-10260,2026-09-06 08:37:00,CLI-133,Belgique,Electronique,690.57,PayPal,Expedie
TXN-2026-10261,2026-09-06 09:10:00,CLI-943,Belgique,Logiciels,312.78,Carte de credit,En traitement
TXN-2026-10262,2026-09-06 09:21:00,CLI-347,Etats-Unis,Accessoires,455.68,PayPal,Expedie
TXN-2026-10263,2026-09-06 10:06:00,CLI-458,Etats-Unis,Informatique,632.3,Virement Interac,En traitement
TXN-2026-10264,2026-09-06 10:21:00,CLI-391,Canada,Accessoires,61.0,PayPal,Livre
TXN-2026-10265,2026-09-06 10:45:00,CLI-793,France,Mobilier,497.4,Carte de credit,En traitement
TXN-2026-10266,2026-09-06 10:55:00,CLI-585,France,Informatique,460.83,Carte de credit,Livre
TXN-2026-10267,2026-09-06 11:21:00,CLI-722,Etats-Unis,Mobilier,332.26,Apple Pay,Expedie
TXN-2026-10268,2026-09-06 12:00:00,CLI-358,France,Accessoires,244.06,Apple Pay,En traitement
TXN-2026-10269,2026-09-06 12:16:00,CLI-107,Suisse,Mobilier,432.06,Virement Interac,Expedie
TXN-2026-10270,2026-09-06 12:32:00,CLI-593,Canada,Mobilier,741.56,Virement Interac,Expedie
TXN-2026-10271,2026-09-06 12:58:00,CLI-771,Etats-Unis,Informatique,133.7,PayPal,Livre
TXN-2026-10272,2026-09-06 13:33:00,CLI-776,Etats-Unis,Informatique,547.93,Apple Pay,Expedie
TXN-2026-10273,2026-09-06 13:59:00,CLI-528,Belgique,Accessoires,559.13,PayPal,Expedie
TXN-2026-10274,2026-09-06 14:23:00,CLI-802,Suisse,Accessoires,682.23,Virement Interac,En traitement
TXN-2026-10275,2026-09-06 14:52:00,CLI-965,France,Logiciels,156.32,Carte de credit,Expedie
TXN-2026-10276,2026-09-06 15:10:00,CLI-858,Etats-Unis,Logiciels,578.12,PayPal,En traitement
TXN-2026-10277,2026-09-06 15:41:00,CLI-770,Canada,Informatique,282.58,Virement Interac,Expedie
TXN-2026-10278,2026-09-06 16:12:00,CLI-480,Etats-Unis,Logiciels,238.19,Carte de credit,Expedie
TXN-2026-10279,2026-09-06 16:25:00,CLI-987,Suisse,Logiciels,709.62,Carte de credit,Expedie
TXN-2026-10280,2026-09-06 16:47:00,CLI-612,Canada,Accessoires,409.13,Apple Pay,Livre
TXN-2026-10281,2026-09-06 17:06:00,CLI-240,France,Mobilier,321.66,Apple Pay,Livre
TXN-2026-10282,2026-09-06 17:36:00,CLI-983,France,Electronique,378.5,PayPal,Expedie
TXN-2026-10283,2026-09-06 17:49:00,CLI-104,Belgique,Mobilier,176.8,PayPal,En traitement
TXN-2026-10284,2026-09-06 18:09:00,CLI-601,Canada,Informatique,470.5,Apple Pay,Expedie
TXN-2026-10285,2026-09-06 18:46:00,CLI-588,Belgique,Electronique,52.35,PayPal,En traitement
TXN-2026-10286,2026-09-06 19:19:00,CLI-114,Etats-Unis,Logiciels,163.17,Carte de credit,En traitement
TXN-2026-10287,2026-09-06 19:44:00,CLI-331,Etats-Unis,Mobilier,118.47,Apple Pay,En traitement
TXN-2026-10288,2026-09-06 20:13:00,CLI-271,Canada,Electronique,241.2,Virement Interac,Expedie
TXN-2026-10289,2026-09-06 20:56:00,CLI-710,Suisse,Mobilier,339.41,PayPal,Expedie
TXN-2026-10290,2026-09-06 21:37:00,CLI-467,France,Informatique,712.36,Apple Pay,Livre
TXN-2026-10291,2026-09-06 22:01:00,CLI-329,France,Informatique,557.21,PayPal,Livre
TXN-2026-10292,2026-09-06 22:34:00,CLI-828,Canada,Accessoires,660.49,Virement Interac,En traitement
TXN-2026-10293,2026-09-06 22:47:00,CLI-708,Canada,Electronique,498.84,Carte de credit,Livre
TXN-2026-10294,2026-09-06 23:04:00,CLI-526,Belgique,Accessoires,114.61,Virement Interac,Expedie
TXN-2026-10295,2026-09-06 23:23:00,CLI-310,Canada,Mobilier,330.13,Carte de credit,En traitement
TXN-2026-10296,2026-09-07 00:06:00,CLI-376,Suisse,Logiciels,533.03,Apple Pay,Livre
TXN-2026-10297,2026-09-07 00:48:00,CLI-836,Suisse,Electronique,229.96,Carte de credit,Expedie
TXN-2026-10298,2026-09-07 01:10:00,CLI-723,France,Mobilier,627.84,PayPal,Expedie
TXN-2026-10299,2026-09-07 01:46:00,CLI-402,France,Electronique,422.4,PayPal,En traitement
